id,parentId,iNaturalistTaxonName,commonName,rank,iNaturalistTaxonImage,scientificName,taxonRank,reportingStatus,has_voucher,introduction_status,species,subspecies,variety,nameStatus,inSummary,direct_solow_ep
47754,121943,Polypodiales,"",order,https://inaturalist-open-data.s3.amazonaws.com/photos/76066835/medium.jpg,,,,,,,,,,,0
47791,47124,Myrtales,"myrtles, evening primroses, and allies",order,https://static.inaturalist.org/photos/42561347/medium.jpeg,,,,,,,,,,,0
47853,47124,Fagales,"beeches, oaks, walnuts, and allies",order,https://inaturalist-open-data.s3.amazonaws.com/photos/2305595/medium.JPG,,,,,,,,,,,0
48073,47163,Alismatales,"Aroids, Water Plantains, Seagrass, and allies",order,https://static.inaturalist.org/photos/107900/medium.jpg,,,,,,,,,,,0
48151,47124,Lamiales,"Mints, Plantains, Olives, and Allies",order,https://inaturalist-open-data.s3.amazonaws.com/photos/45809243/medium.jpeg,,,,,,,,,,,0
48232,47124,Ranunculales,"Buttercups, Poppies, and Allies",order,https://inaturalist-open-data.s3.amazonaws.com/photos/10459/medium.jpg,,,,,,,,,,,0
48515,47124,Solanales,"nightshades, bindweeds, gooseweeds, and allies",order,https://inaturalist-open-data.s3.amazonaws.com/photos/50520559/medium.jpg,,,,,,,,,,,0
48526,47124,Dipsacales,"honeysuckles, moschatels, and allies",order,https://inaturalist-open-data.s3.amazonaws.com/photos/5417/medium.jpg,,,,,,,,,,,0
48700,47124,Apiales,"carrots, ivies, and allies",order,https://static.inaturalist.org/photos/39794882/medium.jpeg,,,,,,,,,,,0
48796,47124,Malvales,"Mallows, Rock Roses, and Allies",order,https://static.inaturalist.org/photos/3035871/medium.JPG,,,,,,,,,,,0
49669,47124,Santalales,"sandalwoods, mistletoes, and allies",order,https://inaturalist-open-data.s3.amazonaws.com/photos/250082551/medium.jpg,,,,,,,,,,,0
51120,47124,Nymphaeales,"Waterlilies, Fanworts, and Allies",order,https://inaturalist-open-data.s3.amazonaws.com/photos/3008652/medium.JPG,,,,,,,,,,,0
51820,47124,Malpighiales,"Nances, Willows, and Allies",order,https://inaturalist-open-data.s3.amazonaws.com/photos/57932018/medium.jpg,,,,,,,,,,,0
55328,121943,Ophioglossales,adder's-tongues and allies,order,https://inaturalist-open-data.s3.amazonaws.com/photos/60642378/medium.jpg,,,,,,,,,,,0
58770,58769,Selaginellaceae,Spikemoss Family,family,https://inaturalist-open-data.s3.amazonaws.com/photos/1910623/medium.jpg,,,,,,,,,,,0
60114,60113,Isoetaceae,Quillwort family,family,https://static.inaturalist.org/photos/62761189/medium.jpg,,,,,,,,,,,0
60244,47124,Piperales,"pepper plants, birthworts, and allies",order,https://inaturalist-open-data.s3.amazonaws.com/photos/63234380/medium.jpg,,,,,,,,,,,0
70233,47124,Oxalidales,"Woodsorrels, Quandongs, and Allies",order,https://static.inaturalist.org/photos/36921206/medium.jpeg,,,,,,,,,,,0
71272,47124,Aquifoliales,Hollies and Allies,order,https://inaturalist-open-data.s3.amazonaws.com/photos/236523238/medium.jpeg,,,,,,,,,,,0
71275,47124,Brassicales,"Mustards, Capers, and Allies",order,https://inaturalist-open-data.s3.amazonaws.com/photos/355338008/medium.jpeg,,,,,,,,,,,0
71277,47124,Buxales,boxes and Pachysandras,order,https://inaturalist-open-data.s3.amazonaws.com/photos/177732/medium.jpg,,,,,,,,,,,0
71281,47124,Cucurbitales,"begonias, gourds, and allies",order,https://inaturalist-open-data.s3.amazonaws.com/photos/44230820/medium.jpg,,,,,,,,,,,0
71289,47124,Saxifragales,"saxifrages, stonecrops, and allies",order,https://inaturalist-open-data.s3.amazonaws.com/photos/1539441/medium.jpg,,,,,,,,,,,0
71291,47124,Vitales,Grapes and Allies,order,https://inaturalist-open-data.s3.amazonaws.com/photos/2809716/medium.jpg,,,,,,,,,,,0
153070,47124,Ceratophyllales,Coontails,order,https://inaturalist-open-data.s3.amazonaws.com/photos/102917704/medium.jpeg,,,,,,,,,,,0
332905,121943,Salviniales,"",order,https://inaturalist-open-data.s3.amazonaws.com/photos/506173/medium.jpg,,,,,,,,,,,0
523723,47124,Boraginales,borages,order,https://inaturalist-open-data.s3.amazonaws.com/photos/66417631/medium.jpeg,,,,,,,,,,,0
47122,47123,Fabaceae,Legumes,family,https://inaturalist-open-data.s3.amazonaws.com/photos/167983252/medium.jpeg,,,,,,,,,,,0
47131,71289,Grossulariaceae,Gooseberry Family,family,https://inaturalist-open-data.s3.amazonaws.com/photos/50463241/medium.jpg,,,,,,,,,,,0
47148,47132,Rosaceae,rose family,family,https://inaturalist-open-data.s3.amazonaws.com/photos/2066379/medium.JPG,,,,,,,,,,,0
47151,48151,Scrophulariaceae,figwort family,family,https://static.inaturalist.org/photos/55578/medium.jpg,,,,,,,,,,,0
47161,47162,Cyperaceae,Sedges,family,https://inaturalist-open-data.s3.amazonaws.com/photos/297489762/medium.jpg,,,,,,,,,,,0
47194,47195,Cornaceae,Dogwood family,family,https://inaturalist-open-data.s3.amazonaws.com/photos/79182213/medium.jpg,,,,,,,,,,,0
47204,71275,Brassicaceae,mustard family,family,https://inaturalist-open-data.s3.amazonaws.com/photos/17880512/medium.jpg,,,,,,,,,,,0
47217,47218,Orchidaceae,Orchids,family,https://inaturalist-open-data.s3.amazonaws.com/photos/108347006/medium.jpeg,,,,,,,,,,,0
47322,48151,Orobanchaceae,broomrape family,family,https://inaturalist-open-data.s3.amazonaws.com/photos/296991344/medium.jpeg,,,,,,,,,,,0
47328,47329,Liliaceae,lily family,family,https://inaturalist-open-data.s3.amazonaws.com/photos/4233595/medium.jpg,,,,,,,,,,,0
47332,48232,Papaveraceae,Poppy Family,family,https://inaturalist-open-data.s3.amazonaws.com/photos/178340187/medium.jpg,,,,,,,,,,,0
47362,47363,Apocynaceae,Dogbane Family,family,https://inaturalist-open-data.s3.amazonaws.com/photos/138510430/medium.jpeg,,,,,,,,,,,0
47365,47366,Portulacaceae,purslane family,family,https://inaturalist-open-data.s3.amazonaws.com/photos/68142546/medium.jpeg,,,,,,,,,,,0
47434,47162,Poaceae,Grasses,family,https://inaturalist-open-data.s3.amazonaws.com/photos/76692662/medium.jpg,,,,,,,,,,,0
47539,47540,Celastraceae,staff-vine family,family,https://inaturalist-open-data.s3.amazonaws.com/photos/244246545/medium.jpg,,,,,,,,,,,0
47555,47556,Taxus,yews,genus,https://inaturalist-open-data.s3.amazonaws.com/photos/8502/medium.jpg,,,,,,,,,,,0
47567,51820,Salicaceae,willow family,family,https://inaturalist-open-data.s3.amazonaws.com/photos/79452056/medium.jpeg,,,,,,,,,,,0
47599,47218,Asparagaceae,agave and allies,family,https://inaturalist-open-data.s3.amazonaws.com/photos/3721262/medium.JPG,,,,,,,,,,,0
47604,47605,Asteraceae,"Sunflowers, Daisies, Asters, and Allies",family,https://inaturalist-open-data.s3.amazonaws.com/photos/72961012/medium.jpg,,,,,,,,,,,0
47689,47690,Geraniaceae,Geranium family,family,https://static.inaturalist.org/photos/21874983/medium.jpeg,,,,,,,,,,,0
47693,47363,Rubiaceae,madder family,family,https://inaturalist-open-data.s3.amazonaws.com/photos/217150548/medium.jpeg,,,,,,,,,,,0
47733,48151,Oleaceae,olive family,family,https://inaturalist-open-data.s3.amazonaws.com/photos/7363/medium.jpg,,,,,,,,,,,0
47747,47748,Equisetaceae,horsetail family,family,https://inaturalist-open-data.s3.amazonaws.com/photos/50758026/medium.jpg,,,,,,,,,,,0
47759,70233,Oxalidaceae,Woodsorrel Family,family,https://inaturalist-open-data.s3.amazonaws.com/photos/95604542/medium.jpeg,,,,,,,,,,,0
47781,47218,Iridaceae,iris family,family,https://inaturalist-open-data.s3.amazonaws.com/photos/3777403/medium.jpg,,,,,,,,,,,0
47790,47791,Onagraceae,evening primrose family,family,https://inaturalist-open-data.s3.amazonaws.com/photos/16678238/medium.jpg,,,,,,,,,,,0
47852,47853,Fagaceae,beech family,family,https://inaturalist-open-data.s3.amazonaws.com/photos/281236060/medium.jpeg,,,,,,,,,,,0
47890,47181,Balsaminaceae,balsam family,family,https://inaturalist-open-data.s3.amazonaws.com/photos/160080301/medium.jpg,,,,,,,,,,,0
47903,47366,Cactaceae,cacti,family,https://inaturalist-open-data.s3.amazonaws.com/photos/13279984/medium.jpeg,,,,,,,,,,,0
48040,47605,Campanulaceae,bellflower family,family,https://inaturalist-open-data.s3.amazonaws.com/photos/2198759/medium.JPG,,,,,,,,,,,0
48064,47181,Primulaceae,primrose family,family,https://inaturalist-open-data.s3.amazonaws.com/photos/15229725/medium.jpeg,,,,,,,,,,,0
48072,48073,Alismataceae,Water-Plantain family,family,https://inaturalist-open-data.s3.amazonaws.com/photos/152256387/medium.jpeg,,,,,,,,,,,0
48150,523723,Boraginaceae,borage family,family,https://inaturalist-open-data.s3.amazonaws.com/photos/31342774/medium.jpg,,,,,,,,,,,0
48231,48232,Ranunculaceae,buttercup family,family,https://inaturalist-open-data.s3.amazonaws.com/photos/3063606/medium.jpg,,,,,,,,,,,0
48382,47366,Polygonaceae,knotweed family,family,https://inaturalist-open-data.s3.amazonaws.com/photos/6818849/medium.jpg,,,,,,,,,,,0
48386,71289,Saxifragaceae,saxifrage family,family,https://inaturalist-open-data.s3.amazonaws.com/photos/32017311/medium.jpeg,,,,,,,,,,,0
48516,48515,Solanaceae,nightshade family,family,https://static.inaturalist.org/photos/4608305/medium.jpeg,,,,,,,,,,,0
48527,48526,Caprifoliaceae,honeysuckle family,family,https://inaturalist-open-data.s3.amazonaws.com/photos/29884886/medium.jpg,,,,,,,,,,,0
48536,48073,Araceae,Arum Family,family,https://inaturalist-open-data.s3.amazonaws.com/photos/5700/medium.jpg,,,,,,,,,,,0
48567,47366,Caryophyllaceae,pink family,family,https://inaturalist-open-data.s3.amazonaws.com/photos/7017/medium.jpg,,,,,,,,,,,0
48620,71281,Cucurbitaceae,gourd family,family,https://inaturalist-open-data.s3.amazonaws.com/photos/44844817/medium.jpeg,,,,,,,,,,,0
48623,48151,Lamiaceae,Mint Family,family,https://static.inaturalist.org/photos/72305606/medium.jpg,,,,,,,,,,,0
48694,47162,Typhaceae,"bulrushes, cattails, and allies",family,https://inaturalist-open-data.s3.amazonaws.com/photos/33177903/medium.jpeg,,,,,,,,,,,0
48699,48700,Apiaceae,carrot family,family,https://inaturalist-open-data.s3.amazonaws.com/photos/8872/medium.jpg,,,,,,,,,,,0
48797,48796,Malvaceae,Mallow and Hibiscus Family,family,https://inaturalist-open-data.s3.amazonaws.com/photos/338212054/medium.jpg,,,,,,,,,,,0
48874,47729,Anacardiaceae,Cashew Family,family,https://inaturalist-open-data.s3.amazonaws.com/photos/56402931/medium.jpg,,,,,,,,,,,0
48932,47181,Polemoniaceae,phlox family,family,https://inaturalist-open-data.s3.amazonaws.com/photos/1215798/medium.,,,,,,,,,,,0
49035,47853,Myricaceae,wax trees and shrubs,family,https://inaturalist-open-data.s3.amazonaws.com/photos/16145/medium.jpg,,,,,,,,,,,0
49041,47132,Rhamnaceae,buckthorn family,family,https://inaturalist-open-data.s3.amazonaws.com/photos/80456202/medium.jpg,,,,,,,,,,,0
49155,47853,Betulaceae,birch family,family,https://static.inaturalist.org/photos/8119202/medium.jpg,,,,,,,,,,,0
49194,48151,Verbenaceae,Verbena Family,family,https://inaturalist-open-data.s3.amazonaws.com/photos/20278651/medium.jpg,,,,,,,,,,,0
49289,48232,Berberidaceae,barberry family,family,https://inaturalist-open-data.s3.amazonaws.com/photos/14991/medium.jpg,,,,,,,,,,,0
49464,47329,Melanthiaceae,"Herb-Paris, False Hellebores, Trilliums and allies",family,https://inaturalist-open-data.s3.amazonaws.com/photos/129437915/medium.jpg,,,,,,,,,,,0
50256,47366,Nyctaginaceae,four o'clock family,family,https://static.inaturalist.org/photos/22092835/medium.jpg,,,,,,,,,,,0
50279,71291,Vitaceae,Grape Family,family,https://inaturalist-open-data.s3.amazonaws.com/photos/13790902/medium.jpg,,,,,,,,,,,0
50313,48796,Thymelaeaceae,Stringbarks,family,https://inaturalist-open-data.s3.amazonaws.com/photos/11609675/medium.jpg,,,,,,,,,,,0
50318,71277,Buxaceae,boxwood family,family,https://inaturalist-open-data.s3.amazonaws.com/photos/120361496/medium.jpg,,,,,,,,,,,0
50361,48073,Hydrocharitaceae,tape-grass family,family,https://inaturalist-open-data.s3.amazonaws.com/photos/209371645/medium.jpg,,,,,,,,,,,0
50638,48151,Plantaginaceae,Plantain Family,family,https://inaturalist-open-data.s3.amazonaws.com/photos/11147978/medium.jpg,,,,,,,,,,,0
50828,51820,Violaceae,Violet Family,family,https://inaturalist-open-data.s3.amazonaws.com/photos/19508334/medium.jpeg,,,,,,,,,,,0
51121,51120,Nymphaeaceae,Waterlily Family,family,https://inaturalist-open-data.s3.amazonaws.com/photos/115591053/medium.jpeg,,,,,,,,,,,0
51304,47366,Tamaricaceae,tamarisk family,family,https://inaturalist-open-data.s3.amazonaws.com/photos/414553/medium.jpg,,,,,,,,,,,0
51308,51820,Linaceae,Flax Family,family,https://inaturalist-open-data.s3.amazonaws.com/photos/15494/medium.jpg,,,,,,,,,,,0
51337,71275,Limnanthaceae,meadowfoam family,family,https://inaturalist-open-data.s3.amazonaws.com/photos/27886/medium.jpg,,,,,,,,,,,0
51821,51820,Euphorbiaceae,Spurge Family,family,https://inaturalist-open-data.s3.amazonaws.com/photos/10222510/medium.jpg,,,,,,,,,,,0
51885,47132,Urticaceae,Nettle Family,family,https://inaturalist-open-data.s3.amazonaws.com/photos/60191852/medium.jpeg,,,,,,,,,,,0
51890,71289,Crassulaceae,stonecrop family,family,https://static.inaturalist.org/photos/76474024/medium.jpg,,,,,,,,,,,0
51937,47366,Droseraceae,Sundew Family,family,https://inaturalist-open-data.s3.amazonaws.com/photos/9788583/medium.jpg,,,,,,,,,,,0
52327,47366,Amaranthaceae,Amaranth family,family,https://inaturalist-open-data.s3.amazonaws.com/photos/107903812/medium.jpeg,,,,,,,,,,,0
52345,48515,Convolvulaceae,bindweed family,family,https://inaturalist-open-data.s3.amazonaws.com/photos/73482456/medium.jpg,,,,,,,,,,,0
52469,47195,Hydrangeaceae,hydrangea family,family,https://inaturalist-open-data.s3.amazonaws.com/photos/154345374/medium.jpeg,,,,,,,,,,,0
52615,48073,Zosteraceae,Seagrasses,family,https://inaturalist-open-data.s3.amazonaws.com/photos/170768896/medium.jpg,,,,,,,,,,,0
52642,47162,Juncaceae,Rushes and Allies,family,https://inaturalist-open-data.s3.amazonaws.com/photos/306524062/medium.jpg,,,,,,,,,,,0
52849,48700,Araliaceae,ivy family,family,https://inaturalist-open-data.s3.amazonaws.com/photos/8874/medium.jpg,,,,,,,,,,,0
52860,60244,Aristolochiaceae,birthwort family,family,https://inaturalist-open-data.s3.amazonaws.com/photos/29514907/medium.jpg,,,,,,,,,,,0
53548,47132,Ulmaceae,elm family,family,https://inaturalist-open-data.s3.amazonaws.com/photos/14642890/medium.jpg,,,,,,,,,,,0
53781,47132,Cannabaceae,Hackberry Family,family,https://inaturalist-open-data.s3.amazonaws.com/photos/37853509/medium.jpeg,,,,,,,,,,,0
53855,71272,Aquifoliaceae,holly family,family,https://static.inaturalist.org/photos/240827687/medium.jpg,,,,,,,,,,,0
54497,47853,Juglandaceae,walnut family,family,https://inaturalist-open-data.s3.amazonaws.com/photos/49858650/medium.jpeg,,,,,,,,,,,0
55329,55328,Ophioglossaceae,adder's-tongue family,family,https://inaturalist-open-data.s3.amazonaws.com/photos/111297641/medium.jpg,,,,,,,,,,,0
55849,47218,Amaryllidaceae,"amaryllis, onions, and allies",family,https://inaturalist-open-data.s3.amazonaws.com/photos/9537450/medium.jpeg,,,,,,,,,,,0
56235,47363,Gentianaceae,gentian family,family,https://inaturalist-open-data.s3.amazonaws.com/photos/200324833/medium.jpeg,,,,,,,,,,,0
57010,48796,Cistaceae,rock-rose family,family,https://inaturalist-open-data.s3.amazonaws.com/photos/1184992/medium.jpg,,,,,,,,,,,0
57279,47729,Simaroubaceae,Quassia Family,family,https://inaturalist-open-data.s3.amazonaws.com/photos/11856/medium.jpg,,,,,,,,,,,0
57860,48151,Lentibulariaceae,bladderwort family,family,https://inaturalist-open-data.s3.amazonaws.com/photos/11000816/medium.jpg,,,,,,,,,,,0
58321,47729,Sapindaceae,soapberry family,family,https://inaturalist-open-data.s3.amazonaws.com/photos/27342760/medium.jpeg,,,,,,,,,,,0
58771,58770,Selaginella,Spikemosses,genus,https://inaturalist-open-data.s3.amazonaws.com/photos/20479/medium.jpg,,,,,,,,,,,0
58935,47791,Lythraceae,lythrum family,family,https://inaturalist-open-data.s3.amazonaws.com/photos/176257719/medium.jpeg,,,,,,,,,,,0
59109,48073,Potamogetonaceae,pondweed family,family,https://inaturalist-open-data.s3.amazonaws.com/photos/102629371/medium.jpg,,,,,,,,,,,0
59992,49669,Santalaceae,sandalwood family,family,https://inaturalist-open-data.s3.amazonaws.com/photos/250082606/medium.jpg,,,,,,,,,,,0
60115,60114,Isoetes,quillworts,genus,https://inaturalist-open-data.s3.amazonaws.com/photos/191486211/medium.jpeg,,,,,,,,,,,0
60205,71289,Haloragaceae,water milfoil family,family,https://static.inaturalist.org/photos/227196307/medium.jpg,,,,,,,,,,,0
60266,48073,Juncaginaceae,Arrowgrass family,family,https://inaturalist-open-data.s3.amazonaws.com/photos/14177/medium.jpg,,,,,,,,,,,0
60463,48073,Butomaceae,flowering-rush family,family,https://inaturalist-open-data.s3.amazonaws.com/photos/283302/medium.jpg,,,,,,,,,,,0
60478,47366,Plumbaginaceae,plumbago family,family,https://static.inaturalist.org/photos/3926141/medium.jpg,,,,,,,,,,,0
60998,153070,Ceratophyllaceae,coontails,family,https://inaturalist-open-data.s3.amazonaws.com/photos/80184/medium.jpg,,,,,,,,,,,0
61091,48073,Ruppiaceae,widgeonweed family,family,https://inaturalist-open-data.s3.amazonaws.com/photos/13704943/medium.jpeg,,,,,,,,,,,0
62369,47605,Menyanthaceae,bogbean family,family,https://inaturalist-open-data.s3.amazonaws.com/photos/6099661/medium.jpg,,,,,,,,,,,0
64552,48151,Phrymaceae,lopseed family,family,https://inaturalist-open-data.s3.amazonaws.com/photos/396710558/medium.jpeg,,,,,,,,,,,0
64657,332905,Salviniaceae,water fern family,family,https://inaturalist-open-data.s3.amazonaws.com/photos/111298553/medium.jpg,,,,,,,,,,,0
64695,47132,Elaeagnaceae,oleaster family,family,https://inaturalist-open-data.s3.amazonaws.com/photos/20487/medium.jpg,,,,,,,,,,,0
71408,51120,Cabombaceae,fanwort family,family,https://inaturalist-open-data.s3.amazonaws.com/photos/219538333/medium.jpg,,,,,,,,,,,0
71412,51820,Hypericaceae,St. John's wort family,family,https://inaturalist-open-data.s3.amazonaws.com/photos/23343255/medium.jpg,,,,,,,,,,,0
71417,47366,Montiaceae,Pussypaw Family,family,https://inaturalist-open-data.s3.amazonaws.com/photos/48773246/medium.jpg,,,,,,,,,,,0
133387,47181,Ericaceae,heath family,family,https://static.inaturalist.org/photos/27053770/medium.jpg,,,,,,,,,,,0
781703,48526,Viburnaceae,elder family,family,https://static.inaturalist.org/photos/2419980/medium.jpg,,,,,,,,,,,0
47130,47131,Ribes,currants and gooseberries,genus,https://inaturalist-open-data.s3.amazonaws.com/photos/117502191/medium.jpeg,,,,,,,,,,,0
47193,47194,Cornus,dogwoods,genus,https://inaturalist-open-data.s3.amazonaws.com/photos/37787988/medium.jpeg,,,,,,,,,,,0
47538,47539,Euonymus,spindles,genus,https://static.inaturalist.org/photos/6358583/medium.jpg,,,,,,,,,,,0
47553,47555,Taxus baccata,common yew,species,https://inaturalist-open-data.s3.amazonaws.com/photos/8502/medium.jpg,Taxus baccata,species,confirmed,1,exotic,baccata,"","",accepted,1,0
47561,47562,Pinus,pines,genus,https://inaturalist-open-data.s3.amazonaws.com/photos/54643374/medium.jpeg,,,,,,,,,,,0
47566,47567,Populus,"poplars, cottonwoods, and aspens",genus,https://static.inaturalist.org/photos/369142208/medium.jpg,,,,,,,,,,,0
47574,47374,Juniperus,junipers,genus,https://inaturalist-open-data.s3.amazonaws.com/photos/222457266/medium.jpg,,,,,,,,,,,0
47620,47621,Lycopodium,ground and creeping clubmosses,genus,https://inaturalist-open-data.s3.amazonaws.com/photos/20805663/medium.jpg,,,,,,,,,,,0
47688,47689,Erodium,stork's-bills,genus,https://static.inaturalist.org/photos/3084700/medium.jpg,,,,,,,,,,,0
47701,47689,Geranium,geraniums and cranesbills,genus,https://inaturalist-open-data.s3.amazonaws.com/photos/402530865/medium.jpg,,,,,,,,,,,0
47727,58321,Acer,maples,genus,https://inaturalist-open-data.s3.amazonaws.com/photos/99147747/medium.jpg,,,,,,,,,,,0
47746,47747,Equisetum,horsetails,genus,https://inaturalist-open-data.s3.amazonaws.com/photos/67590226/medium.jpg,,,,,,,,,,,0
47753,47754,Dryopteridaceae,shieldfern family,family,https://static.inaturalist.org/photos/161285165/medium.jpg,,,,,,,,,,,0
47758,47759,Oxalis,Woodsorrels,genus,https://inaturalist-open-data.s3.amazonaws.com/photos/178040648/medium.jpg,,,,,,,,,,,0
47789,47790,Clarkia,Clarkias,genus,https://inaturalist-open-data.s3.amazonaws.com/photos/17563453/medium.jpeg,,,,,,,,,,,0
47851,47852,Quercus,oaks,genus,https://inaturalist-open-data.s3.amazonaws.com/photos/90880312/medium.jpg,,,,,,,,,,,0
47889,47890,Impatiens,balsams,genus,https://inaturalist-open-data.s3.amazonaws.com/photos/452662676/medium.jpeg,,,,,,,,,,,0
47933,47790,Circaea,enchanter's nightshades,genus,https://inaturalist-open-data.s3.amazonaws.com/photos/61135411/medium.jpg,,,,,,,,,,,0
48071,48072,Sagittaria,Arrowheads,genus,https://inaturalist-open-data.s3.amazonaws.com/photos/89848928/medium.jpg,,,,,,,,,,,0
48253,47374,Thuja,arborvitaes,genus,https://inaturalist-open-data.s3.amazonaws.com/photos/10015447/medium.jpg,,,,,,,,,,,0
48255,47562,Tsuga,hemlocks,genus,https://inaturalist-open-data.s3.amazonaws.com/photos/605983/medium.jpg,,,,,,,,,,,0
48257,47562,Pseudotsuga,Douglas-firs,genus,https://inaturalist-open-data.s3.amazonaws.com/photos/11770154/medium.jpeg,,,,,,,,,,,0
48434,47754,Blechnaceae,Chain Fern Family,family,https://inaturalist-open-data.s3.amazonaws.com/photos/190348520/medium.jpg,,,,,,,,,,,0
48437,47754,Pteridaceae,brake family,family,https://inaturalist-open-data.s3.amazonaws.com/photos/8305/medium.jpg,,,,,,,,,,,0
48626,47790,Oenothera,"evening primroses, sundrops, and beeblossoms",genus,https://inaturalist-open-data.s3.amazonaws.com/photos/485958131/medium.jpg,,,,,,,,,,,0
48686,48694,Typha,Cattails,genus,https://static.inaturalist.org/photos/640955/medium.jpg,,,,,,,,,,,0
48790,71417,Montia,Montias,genus,https://inaturalist-open-data.s3.amazonaws.com/photos/354073635/medium.jpg,,,,,,,,,,,0
49033,49035,Myrica,bog myrtles,genus,https://inaturalist-open-data.s3.amazonaws.com/photos/23231745/medium.jpg,,,,,,,,,,,0
