"","VRI2024_ID","FEATURE_ID_match","POLYGON_ID_match"
"142",147555,NA,NA
"143",147558,NA,NA
"144",147568,NA,NA
"145",147575,NA,NA
"146",147579,NA,NA
"147",147586,NA,NA
"148",147594,NA,NA
"149",147602,NA,NA
"150",147603,NA,NA
"151",147614,NA,NA
"152",147696,NA,NA
"153",147815,NA,NA
"154",147817,NA,NA
"155",147910,NA,NA
"156",147945,NA,NA
"157",147947,NA,NA
"158",148084,NA,NA
"159",148086,NA,NA
"160",148088,NA,NA
"161",148159,NA,NA
"162",148171,NA,NA
"163",148322,NA,NA
"164",148549,NA,NA
"165",148600,NA,NA
"166",148601,NA,NA
"167",148606,NA,NA
"168",148609,NA,NA
"169",148612,NA,NA
"170",148674,NA,NA
"171",148711,NA,NA
"172",148722,NA,NA
"173",148817,NA,NA
"174",148894,NA,NA
"175",148933,NA,NA
"176",148945,NA,NA
"177",148973,NA,NA
"178",148979,NA,NA
"179",149059,NA,NA
"180",149060,NA,NA
"181",149081,NA,NA
"182",149096,NA,NA
"183",149134,NA,NA
"184",149137,NA,NA
"185",149152,NA,NA
"186",149156,NA,NA
"187",149173,NA,NA
"188",149190,NA,NA
"189",149299,NA,NA
"190",149318,NA,NA
"191",149362,NA,NA
"192",149461,NA,NA
"193",149465,NA,NA
"194",149517,NA,NA
"195",149538,NA,NA
"196",149575,NA,NA
"197",149620,NA,NA
"198",149850,NA,NA
"199",149863,NA,NA
"200",149959,NA,NA
"201",150003,NA,NA
"202",150043,NA,NA
"203",150066,NA,NA
"204",150067,NA,NA
"205",150072,NA,NA
"206",150115,NA,NA
"207",150133,NA,NA
"208",150196,NA,NA
"209",150218,NA,NA
"210",150219,NA,NA
"211",150224,NA,NA
"212",150231,NA,NA
"213",150235,NA,NA
"214",150322,NA,NA
"215",150328,NA,NA
"216",150349,NA,NA
"217",150391,NA,NA
"218",150545,NA,NA
"219",150555,NA,NA
"220",150560,NA,NA
"221",150585,NA,NA
"222",150625,NA,NA
"223",150697,NA,NA
"224",150714,NA,NA
"225",150747,NA,NA
"226",150748,NA,NA
"227",150774,NA,NA
"228",150780,NA,NA
"229",150799,NA,NA
"230",150851,NA,NA
"231",150878,NA,NA
"232",150983,NA,NA
"233",151054,NA,NA
"234",151060,NA,NA
"235",151096,NA,NA
"236",151151,NA,NA
"237",151323,NA,NA
"238",151352,NA,NA
"239",151353,NA,NA
"240",151354,NA,NA
"241",151355,NA,NA
"242",151356,NA,NA
"243",151589,NA,NA
"244",151596,NA,NA
"245",151734,NA,NA
"246",151774,NA,NA
"247",151792,NA,NA
"248",151793,NA,NA
"249",151856,NA,NA
"250",151857,NA,NA
"251",151858,NA,NA
"252",151866,NA,NA
"253",151927,NA,NA
"254",151955,NA,NA
"255",151956,NA,NA
"256",151957,NA,NA
"257",151980,NA,NA
"258",151982,NA,NA
"259",151985,NA,NA
"260",151988,NA,NA
"261",152024,NA,NA
"262",152045,NA,NA
"263",152136,NA,NA
"264",152227,NA,NA
"265",152309,NA,NA
"266",152311,NA,NA
"267",152323,NA,NA
"268",152340,NA,NA
"269",152347,NA,NA
"270",152400,NA,NA
"271",152457,NA,NA
"272",152482,NA,NA
"273",152488,NA,NA
"274",152506,NA,NA
"275",152522,NA,NA
"276",152703,NA,NA
"277",152752,NA,NA
"278",152784,NA,NA
"279",152851,NA,NA
"280",152897,NA,NA
"281",152899,NA,NA
"282",152902,NA,NA
"283",152903,NA,NA
"284",152905,NA,NA
"285",153023,NA,NA
"286",153036,NA,NA
"287",153108,NA,NA
"288",153109,NA,NA
"289",153233,NA,NA
"290",153271,NA,NA
"291",153290,NA,NA
"292",153350,NA,NA
"293",153402,NA,NA
"294",153428,NA,NA
"295",153476,NA,NA
"296",153498,NA,NA
"297",153501,NA,NA
"298",153552,NA,NA
"299",153592,NA,NA
"300",153599,NA,NA
"301",153673,NA,NA
"302",153674,NA,NA
"303",153675,NA,NA
"304",153700,NA,NA
"305",153704,NA,NA
"306",153710,NA,NA
"307",153712,NA,NA
"308",153854,NA,NA
"309",153855,NA,NA
"310",153902,NA,NA
"311",153936,NA,NA
"312",153938,NA,NA
"313",153952,NA,NA
"314",153999,NA,NA
"315",154049,NA,NA
"316",154065,NA,NA
"317",154068,NA,NA
"318",154071,NA,NA
"319",154107,NA,NA
"320",154199,NA,NA
"321",154215,NA,NA
"322",154217,NA,NA
"323",154220,NA,NA
"324",154222,NA,NA
"325",154258,NA,NA
"326",154355,NA,NA
"327",154378,NA,NA
"328",154382,NA,NA
"329",154576,NA,NA
"330",154577,NA,NA
"331",154578,NA,NA
"332",154600,NA,NA
"333",154603,NA,NA
"334",154648,NA,NA
"335",154671,NA,NA
"336",154730,NA,NA
"337",154861,NA,NA
"338",154864,NA,NA
"339",154886,NA,NA
"340",154892,NA,NA
"341",154893,NA,NA
"342",154950,NA,NA
"343",154988,NA,NA
"344",155024,NA,NA
"345",155066,NA,NA
"346",155134,NA,NA
"347",155195,NA,NA
"348",155203,NA,NA
"349",155210,NA,NA
"350",155273,NA,NA
"351",155327,NA,NA
"352",155362,NA,NA
"353",155372,NA,NA
"354",155414,NA,NA
"355",155444,NA,NA
"356",155448,NA,NA
"357",155462,NA,NA
"358",155569,NA,NA
"359",155573,NA,NA
"360",155578,NA,NA
"361",155589,NA,NA
"362",155605,NA,NA
"363",155610,NA,NA
"364",155632,NA,NA
"365",155641,NA,NA
"366",155642,NA,NA
"367",155782,NA,NA
"368",155787,NA,NA
"369",155807,NA,NA
"370",155953,NA,NA
"371",155982,NA,NA
"372",155986,NA,NA
"373",155987,NA,NA
"374",155992,NA,NA
"375",156028,NA,NA
"376",156233,NA,NA
"377",156236,NA,NA
"378",156311,NA,NA
"379",156343,NA,NA
"380",156344,NA,NA
"381",156349,NA,NA
"382",156456,NA,NA
"383",156457,NA,NA
"384",156464,NA,NA
"385",156471,NA,NA
"386",156550,NA,NA
"387",156551,NA,NA
"388",156560,NA,NA
"389",156611,NA,NA
"390",156681,NA,NA
"391",156751,NA,NA
"392",156758,NA,NA
"393",156762,NA,NA
"394",156763,NA,NA
"395",156782,NA,NA
"396",156788,NA,NA
"397",156790,NA,NA
"398",156791,NA,NA
"399",156792,NA,NA
"400",156864,NA,NA
"401",156903,NA,NA
"402",156943,NA,NA
"403",156997,NA,NA
"404",157021,NA,NA
"405",157022,NA,NA
"406",157023,NA,NA
"407",157063,NA,NA
"408",157076,NA,NA
"409",157098,NA,NA
"410",157101,NA,NA
"411",157131,NA,NA
"412",157185,NA,NA
"413",157186,NA,NA
"414",157248,NA,NA
"415",157264,NA,NA
"416",157284,NA,NA
"417",157294,NA,NA
"418",157329,NA,NA
"419",157478,NA,NA
"420",157634,NA,NA
"421",157635,NA,NA
"422",157652,NA,NA
"423",157728,NA,NA
"424",157798,NA,NA
"425",157844,NA,NA
"426",157847,NA,NA
"427",157849,NA,NA
"428",157866,NA,NA
"429",157942,NA,NA
"430",157945,NA,NA
"431",157948,NA,NA
"432",157968,NA,NA
"433",158023,NA,NA
"434",158029,NA,NA
"435",158032,NA,NA
"436",158034,NA,NA
"437",158041,NA,NA
"438",158049,NA,NA
"439",158071,NA,NA
"440",158105,NA,NA
"441",158184,NA,NA
"442",158261,NA,NA
"443",158273,NA,NA
"444",158274,NA,NA
"445",158464,NA,NA
"446",158466,NA,NA
"447",158500,NA,NA
"448",158578,NA,NA
"449",158584,NA,NA
"450",158593,NA,NA
"451",158609,NA,NA
"452",158629,NA,NA
"453",158740,NA,NA
"454",158746,NA,NA
"455",158748,NA,NA
"456",158753,NA,NA
"457",158754,NA,NA
"458",158829,NA,NA
"459",158835,NA,NA
"460",158942,NA,NA
"461",158944,NA,NA
"462",159043,NA,NA
"463",159064,NA,NA
"464",159067,NA,NA
"465",159095,NA,NA
"466",159114,NA,NA
"467",159138,NA,NA
"468",159143,NA,NA
"469",159204,NA,NA
"470",159257,NA,NA
"471",159266,NA,NA
"472",159284,NA,NA
"473",159312,NA,NA
"474",159319,NA,NA
"475",159320,NA,NA
"476",159487,NA,NA
"477",159521,NA,NA
"478",159562,NA,NA
"479",159583,NA,NA
"480",159620,NA,NA
"481",159634,NA,NA
"482",159662,NA,NA
"483",159790,NA,NA
"484",159801,NA,NA
"485",159810,NA,NA
"486",159821,NA,NA
"487",159839,NA,NA
"488",159842,NA,NA
"489",159873,NA,NA
"490",159916,NA,NA
"491",159988,NA,NA
"492",160018,NA,NA
"493",160094,NA,NA
"494",160118,NA,NA
"495",160130,NA,NA
"496",160143,NA,NA
"497",160145,NA,NA
"498",160146,NA,NA
"499",160168,NA,NA
"500",160215,NA,NA
"501",160332,NA,NA
"502",160347,NA,NA
"503",160359,NA,NA
"504",160382,NA,NA
"505",160386,NA,NA
"506",160435,NA,NA
"507",160520,NA,NA
"508",160571,NA,NA
"509",160580,NA,NA
"510",160673,NA,NA
"511",160676,NA,NA
"512",160683,NA,NA
"513",160689,NA,NA
"514",160909,NA,NA
"515",160919,NA,NA
"516",160920,NA,NA
"517",160945,NA,NA
"518",161049,NA,NA
"519",161077,NA,NA
"520",161112,NA,NA
"521",161133,NA,NA
"522",161138,NA,NA
"523",161145,NA,NA
"524",161178,NA,NA
"525",161181,NA,NA
"526",161182,NA,NA
"527",161183,NA,NA
"528",161207,NA,NA
"529",161208,NA,NA
"530",161215,NA,NA
"531",161216,NA,NA
"532",161275,NA,NA
"533",161335,NA,NA
"534",161346,NA,NA
"535",161347,NA,NA
"536",161349,NA,NA
"537",161353,NA,NA
"538",161354,NA,NA
"539",161356,NA,NA
"540",161359,NA,NA
"541",161360,NA,NA
"542",161362,NA,NA
"543",161363,NA,NA
"544",161391,NA,NA
"545",161392,NA,NA
"546",161393,NA,NA
"547",161394,NA,NA
"548",161395,NA,NA
"549",161396,NA,NA
"550",161420,NA,NA
"551",161424,NA,NA
"552",161426,NA,NA
"553",161428,NA,NA
"554",161429,NA,NA
"555",161431,NA,NA
"556",161432,NA,NA
"557",161433,NA,NA
"558",161434,NA,NA
"559",161436,NA,NA
"560",161437,NA,NA
"561",161445,NA,NA
"562",161449,NA,NA
"563",161450,NA,NA
"564",161455,NA,NA
"565",161460,NA,NA
"566",161461,NA,NA
"567",161465,NA,NA
"568",161466,NA,NA
"569",161472,NA,NA
"570",161477,NA,NA
"571",161478,NA,NA
"572",161479,NA,NA
"573",161480,NA,NA
"574",161519,NA,NA
"575",161537,NA,NA
"576",161538,NA,NA
"577",161539,NA,NA
"578",161540,NA,NA
"579",161591,NA,NA
"580",161595,NA,NA
"581",161596,NA,NA
"582",161597,NA,NA
"583",161614,NA,NA
"584",161625,NA,NA
"585",161626,NA,NA
"586",161633,NA,NA
"587",161635,NA,NA
"588",161636,NA,NA
"589",161641,NA,NA
"590",161642,NA,NA
"591",161645,NA,NA
"592",161654,NA,NA
"593",161658,NA,NA
"594",161661,NA,NA
"595",161662,NA,NA
"596",161663,NA,NA
"597",161664,NA,NA
"598",161667,NA,NA
"599",161671,NA,NA
"600",161672,NA,NA
"601",161673,NA,NA
"602",161674,NA,NA
"603",161675,NA,NA
"604",161676,NA,NA
"605",161677,NA,NA
"606",161678,NA,NA
"607",161679,NA,NA
"608",161681,NA,NA
"609",161682,NA,NA
"610",161683,NA,NA
"611",161740,NA,NA
"612",161743,NA,NA
"613",161744,NA,NA
"614",161745,NA,NA
"615",161749,NA,NA
"616",161754,NA,NA
"617",161755,NA,NA
"618",161756,NA,NA
"619",161762,NA,NA
"620",161764,NA,NA
"621",161767,NA,NA
"622",161768,NA,NA
"623",161769,NA,NA
"624",161776,NA,NA
"625",161777,NA,NA
"626",161778,NA,NA
"627",161782,NA,NA
"628",161783,NA,NA
"629",161784,NA,NA
"630",161785,NA,NA
"631",161786,NA,NA
"632",161798,NA,NA
"633",161799,NA,NA
"634",161801,NA,NA
"635",161804,NA,NA
"636",161805,NA,NA
"637",161806,NA,NA
"638",161812,NA,NA
"639",161813,NA,NA
"640",161816,NA,NA
"641",161817,NA,NA
"642",161818,NA,NA
"643",161819,NA,NA
"644",161820,NA,NA
"645",161821,NA,NA
"646",161824,NA,NA
"647",161836,NA,NA
"648",161856,NA,NA
"649",161868,NA,NA
"650",161879,NA,NA
"651",161888,NA,NA
"652",161895,NA,NA
"653",161896,NA,NA
"654",161897,NA,NA
"655",161898,NA,NA
"656",161899,NA,NA
"657",161901,NA,NA
"658",161902,NA,NA
"659",161904,NA,NA
"660",161918,NA,NA
"661",161923,NA,NA
"662",161924,NA,NA
"663",161937,NA,NA
"664",161938,NA,NA
"665",161946,NA,NA
"666",161948,NA,NA
"667",161949,NA,NA
"668",161950,NA,NA
"669",161952,NA,NA
"670",161953,NA,NA
"671",161956,NA,NA
"672",161960,NA,NA
"673",161963,NA,NA
"674",161964,NA,NA
"675",161965,NA,NA
"676",161967,NA,NA
"677",161969,NA,NA
"678",161975,NA,NA
"679",161997,NA,NA
"680",161998,NA,NA
"681",161999,NA,NA
"682",162000,NA,NA
"683",162006,NA,NA
"684",162032,NA,NA
"685",162041,NA,NA
"686",162043,NA,NA
"687",162049,NA,NA
"688",162051,NA,NA
"689",162052,NA,NA
"690",162062,NA,NA
"691",162065,NA,NA
"692",162068,NA,NA
"693",162069,NA,NA
"694",162071,NA,NA
"695",162072,NA,NA
"696",162073,NA,NA
"697",162083,NA,NA
"698",162088,NA,NA
"699",162091,NA,NA
"700",162093,NA,NA
"701",162095,NA,NA
"702",162097,NA,NA
"703",162098,NA,NA
"704",162104,NA,NA
"705",162106,NA,NA
"706",162107,NA,NA
"707",162108,NA,NA
"708",162109,NA,NA
"709",162110,NA,NA
"710",162122,NA,NA
"711",162126,NA,NA
"712",162127,NA,NA
"713",162128,NA,NA
"714",162129,NA,NA
"715",162130,NA,NA
"716",162131,NA,NA
"717",162132,NA,NA
"718",162133,NA,NA
"719",162134,NA,NA
"720",162135,NA,NA
"721",162137,NA,NA
"722",162138,NA,NA
"723",162141,NA,NA
"724",162148,NA,NA
"725",162149,NA,NA
"726",162201,NA,NA
"727",162202,NA,NA
"728",162203,NA,NA
"729",162204,NA,NA
"730",162205,NA,NA
"731",162209,NA,NA
"732",162210,NA,NA
"733",162214,NA,NA
"734",162217,NA,NA
"735",162219,NA,NA
"736",162220,NA,NA
"737",162226,NA,NA
"738",162228,NA,NA
"739",162233,NA,NA
"740",162234,NA,NA
"741",162238,NA,NA
"742",162239,NA,NA
"743",162254,NA,NA
"744",162257,NA,NA
"745",162259,NA,NA
"746",162260,NA,NA
"747",162261,NA,NA
"748",162263,NA,NA
"749",162264,NA,NA
"750",162265,NA,NA
"751",162266,NA,NA
"752",162267,NA,NA
"753",162294,NA,NA
"754",162295,NA,NA
"755",162313,NA,NA
"756",162315,NA,NA
"757",162316,NA,NA
"758",162317,NA,NA
"759",162318,NA,NA
"760",162319,NA,NA
"761",162320,NA,NA
"762",162326,NA,NA
"763",162327,NA,NA
"764",162332,NA,NA
"765",162333,NA,NA
"766",162335,NA,NA
"767",162339,NA,NA
"768",162341,NA,NA
"769",162342,NA,NA
"770",162344,NA,NA
"771",162345,NA,NA
"772",162347,NA,NA
"773",162363,NA,NA
"774",162368,NA,NA
"775",162369,NA,NA
"776",162370,NA,NA
"777",162371,NA,NA
"778",162372,NA,NA
"779",162373,NA,NA
"780",162390,NA,NA
"781",162445,NA,NA
"782",162446,NA,NA
"783",162447,NA,NA
"784",162448,NA,NA
"785",162451,NA,NA
"786",162455,NA,NA
"787",162457,NA,NA
"788",162477,NA,NA
"789",162479,NA,NA
"790",162480,NA,NA
"791",162482,NA,NA
"792",162485,NA,NA
"793",162486,NA,NA
"794",162487,NA,NA
"795",162488,NA,NA
"796",162492,NA,NA
"797",162493,NA,NA
"798",162516,NA,NA
"799",162523,NA,NA
"800",162549,NA,NA
"801",162550,NA,NA
"802",162551,NA,NA
"803",162559,NA,NA
"804",162562,NA,NA
"805",162564,NA,NA
"806",162583,NA,NA
"807",162588,NA,NA
"808",162592,NA,NA
"809",162599,NA,NA
"810",162600,NA,NA
"811",162611,NA,NA
"812",162619,NA,NA
"813",162626,NA,NA
"814",162627,NA,NA
"815",162629,NA,NA
"816",162632,NA,NA
"817",162636,NA,NA
"818",162637,NA,NA
"819",162638,NA,NA
"820",162639,NA,NA
"821",162642,NA,NA
"822",162645,NA,NA
"823",162649,NA,NA
"824",162655,NA,NA
"825",162658,NA,NA
"826",162660,NA,NA
"827",162661,NA,NA
"828",162663,NA,NA
"829",162667,NA,NA
"830",162669,NA,NA
"831",162671,NA,NA
"832",162677,NA,NA
"833",162680,NA,NA
"834",162684,NA,NA
"835",162685,NA,NA
"836",162686,NA,NA
"837",162687,NA,NA
"838",162688,NA,NA
"839",162689,NA,NA
"840",162693,NA,NA
"841",162735,NA,NA
"842",162736,NA,NA
"843",162739,NA,NA
"844",162749,NA,NA
"845",162755,NA,NA
"846",162762,NA,NA
"847",162766,NA,NA
"848",162767,NA,NA
"849",162771,NA,NA
"850",162781,NA,NA
"851",162790,NA,NA
"852",162791,NA,NA
"853",162799,NA,NA
"854",162800,NA,NA
"855",162802,NA,NA
"856",162807,NA,NA
"857",162808,NA,NA
"858",162809,NA,NA
"859",162810,NA,NA
"860",162811,NA,NA
"861",162812,NA,NA
"862",162813,NA,NA
"863",162816,NA,NA
"864",162817,NA,NA
"865",162855,NA,NA
"866",162864,NA,NA
"867",162865,NA,NA
"868",162870,NA,NA
"869",162873,NA,NA
"870",162877,NA,NA
"871",162882,NA,NA
"872",162885,NA,NA
"873",162888,NA,NA
"874",162896,NA,NA
"875",162908,NA,NA
"876",162910,NA,NA
"877",162911,NA,NA
"878",162916,NA,NA
"879",162918,NA,NA
"880",162919,NA,NA
"881",162920,NA,NA
"882",162924,NA,NA
"883",162925,NA,NA
"884",162927,NA,NA
"885",162951,NA,NA
"886",162963,NA,NA
"887",162981,NA,NA
"888",162982,NA,NA
"889",162983,NA,NA
"890",162984,NA,NA
"891",162985,NA,NA
"892",162986,NA,NA
"893",162987,NA,NA
"894",162994,NA,NA
"895",162995,NA,NA
"896",162997,NA,NA
"897",162999,NA,NA
"898",163002,NA,NA
"899",163005,NA,NA
"900",163007,NA,NA
"901",163008,NA,NA
"902",163019,NA,NA
"903",163022,NA,NA
"904",163027,NA,NA
"905",163030,NA,NA
"906",163036,NA,NA
"907",163037,NA,NA
"908",163038,NA,NA
"909",163040,NA,NA
"910",163043,NA,NA
"911",163044,NA,NA
"912",163045,NA,NA
"913",163047,NA,NA
"914",163057,NA,NA
"915",163058,NA,NA
"916",163062,NA,NA
"917",163064,NA,NA
"918",163065,NA,NA
"919",163091,NA,NA
"920",163098,NA,NA
"921",163100,NA,NA
"922",163111,NA,NA
"923",163127,NA,NA
"924",163160,NA,NA
"925",163167,NA,NA
"926",163169,NA,NA
"927",163186,NA,NA
"928",163187,NA,NA
"929",163193,NA,NA
"930",163194,NA,NA
"931",163195,NA,NA
"932",163196,NA,NA
"933",163197,NA,NA
"934",163205,NA,NA
"935",163217,NA,NA
"936",163220,NA,NA
"937",163221,NA,NA
"938",163222,NA,NA
"939",163225,NA,NA
"940",163226,NA,NA
"941",163230,NA,NA
"942",163231,NA,NA
"943",163237,NA,NA
"944",163238,NA,NA
"945",163243,NA,NA
"946",163247,NA,NA
"947",163251,NA,NA
"948",163298,NA,NA
"949",163303,NA,NA
"950",163304,NA,NA
"951",163305,NA,NA
"952",163307,NA,NA
"953",163311,NA,NA
"954",163315,NA,NA
"955",163318,NA,NA
"956",163320,NA,NA
"957",163325,NA,NA
"958",163334,NA,NA
"959",163336,NA,NA
"960",163338,NA,NA
"961",163342,NA,NA
"962",163344,NA,NA
"963",163348,NA,NA
"964",163350,NA,NA
"965",163351,NA,NA
"966",163353,NA,NA
"967",163354,NA,NA
"968",163355,NA,NA
"969",163356,NA,NA
"970",163357,NA,NA
"971",163358,NA,NA
"972",163359,NA,NA
"973",163360,NA,NA
"974",163361,NA,NA
"975",163363,NA,NA
"976",163380,NA,NA
"977",163391,NA,NA
"978",163393,NA,NA
"979",163395,NA,NA
"980",163400,NA,NA
"981",163401,NA,NA
"982",163402,NA,NA
"983",163403,NA,NA
"984",163404,NA,NA
"985",163405,NA,NA
"986",163406,NA,NA
"987",163407,NA,NA
"988",163408,NA,NA
"989",163410,NA,NA
"990",163411,NA,NA
"991",163414,NA,NA
"992",163415,NA,NA
"993",163416,NA,NA
"994",163417,NA,NA
"995",163418,NA,NA
"996",163419,NA,NA
"997",163420,NA,NA
"998",163422,NA,NA
"999",163423,NA,NA
"1000",163424,NA,NA
"1001",163425,NA,NA
"1002",163426,NA,NA
"1003",163427,NA,NA
"1004",163431,NA,NA
"1005",163433,NA,NA
"1006",163434,NA,NA
"1007",163435,NA,NA
"1008",163438,NA,NA
"1009",163446,NA,NA
"1010",163447,NA,NA
"1011",163448,NA,NA
"1012",163465,NA,NA
"1013",163474,NA,NA
"1014",163476,NA,NA
"1015",163480,NA,NA
"1016",163483,NA,NA
"1017",163528,NA,NA
"1018",163532,NA,NA
"1019",163548,NA,NA
"1020",163554,NA,NA
"1021",163558,NA,NA
"1022",163559,NA,NA
"1023",163569,NA,NA
"1024",163576,NA,NA
"1025",163583,NA,NA
"1026",163584,NA,NA
"1027",163586,NA,NA
"1028",163594,NA,NA
"1029",163595,NA,NA
"1030",163598,NA,NA
"1031",163600,NA,NA
"1032",163605,NA,NA
"1033",163607,NA,NA
"1034",163616,NA,NA
"1035",163620,NA,NA
"1036",163624,NA,NA
"1037",163630,NA,NA
"1038",163631,NA,NA
"1039",163632,NA,NA
"1040",163633,NA,NA
"1041",163634,NA,NA
"1042",163643,NA,NA
"1043",163649,NA,NA
"1044",163654,NA,NA
"1045",163655,NA,NA
"1046",163657,NA,NA
"1047",163658,NA,NA
"1048",163692,NA,NA
"1049",163696,NA,NA
"1050",163697,NA,NA
"1051",163698,NA,NA
"1052",163701,NA,NA
"1053",163705,NA,NA
"1054",163722,NA,NA
"1055",163725,NA,NA
"1056",163728,NA,NA
"1057",163729,NA,NA
"1058",163732,NA,NA
"1059",163733,NA,NA
"1060",163734,NA,NA
"1061",163759,NA,NA
"1062",163761,NA,NA
"1063",163762,NA,NA
"1064",163764,NA,NA
"1065",163765,NA,NA
"1066",163769,NA,NA
"1067",163776,NA,NA
"1068",163777,NA,NA
"1069",163778,NA,NA
"1070",163779,NA,NA
"1071",163780,NA,NA
"1072",163781,NA,NA
"1073",163782,NA,NA
"1074",163785,NA,NA
"1075",163786,NA,NA
"1076",163787,NA,NA
"1077",163788,NA,NA
"1078",163790,NA,NA
"1079",163792,NA,NA
"1080",163793,NA,NA
"1081",163799,NA,NA
"1082",163801,NA,NA
"1083",163802,NA,NA
"1084",163803,NA,NA
"1085",163806,NA,NA
"1086",163816,NA,NA
"1087",163851,NA,NA
"1088",163893,NA,NA
"1089",163895,NA,NA
"1090",163896,NA,NA
"1091",163897,NA,NA
"1092",163899,NA,NA
"1093",163901,NA,NA
"1094",163902,NA,NA
"1095",163904,NA,NA
"1096",163906,NA,NA
"1097",163911,NA,NA
"1098",163913,NA,NA
"1099",163919,NA,NA
"1100",163920,NA,NA
"1101",163921,NA,NA
"1102",163922,NA,NA
"1103",163923,NA,NA
"1104",163924,NA,NA
"1105",163925,NA,NA
"1106",163926,NA,NA
"1107",163930,NA,NA
"1108",163931,NA,NA
"1109",163938,NA,NA
"1110",163939,NA,NA
"1111",163940,NA,NA
"1112",163941,NA,NA
"1113",163942,NA,NA
"1114",163944,NA,NA
"1115",163958,NA,NA
"1116",163978,NA,NA
"1117",163979,NA,NA
"1118",163980,NA,NA
"1119",163983,NA,NA
"1120",163993,NA,NA
"1121",164009,NA,NA
"1122",164024,NA,NA
"1123",164033,NA,NA
"1124",164037,NA,NA
"1125",164038,NA,NA
"1126",164049,NA,NA
"1127",164052,NA,NA
"1128",164053,NA,NA
"1129",164055,NA,NA
"1130",164056,NA,NA
"1131",164057,NA,NA
"1132",164058,NA,NA
"1133",164059,NA,NA
"1134",164060,NA,NA
"1135",164062,NA,NA
"1136",164063,NA,NA
"1137",164065,NA,NA
"1138",164067,NA,NA
"1139",164068,NA,NA
"1140",164075,NA,NA
"1141",164077,NA,NA
"1142",164078,NA,NA
"1143",164085,NA,NA
"1144",164087,NA,NA
"1145",164088,NA,NA
"1146",164091,NA,NA
"1147",164092,NA,NA
"1148",164096,NA,NA
